"setpoint_db","freq_hz:measured_gain_db"
-11.500000,600018310.546875:8.271726;620013427.734375:9.912687;640008544.921875:13.740547;660003662.109375:21.409066;679998779.296875:31.393348;699993896.484375:39.745620;719989013.671875:43.502638;739984130.859375:44.356067;759979248.046875:44.554335;779974365.234375:44.622102;799969482.421875:44.732459;819964599.609375:44.493727;839959716.796875:43.795055;859954833.984375:43.530915;879949951.171875:44.382723;899945068.359375:45.932465;919940185.546875:46.720908;939935302.734375:45.841892;959930419.921875:44.751683;979925537.109375:44.835137;999920654.296875:45.441145;1019915771.484375:45.365800;1039910888.671875:45.017978;1059906005.859375:45.138001;1079901123.046875:44.531663;1099896240.234375:42.013983;1119891357.421875:36.209300;1139886474.609375:27.413567;1159881591.796875:20.133097;1179876708.984375:15.198769;1179876708.984375:15.198769
-11.000000,600018310.546875:9.094476;620013427.734375:10.664311;640008544.921875:14.655126;660003662.109375:23.127411;679998779.296875:34.117316;699993896.484375:42.260015;719989013.671875:44.779001;739984130.859375:44.962327;759979248.046875:45.078005;779974365.234375:45.162123;799969482.421875:45.282291;819964599.609375:45.051481;839959716.796875:44.362875;859954833.984375:44.052362;879949951.171875:44.517362;899945068.359375:45.061142;919940185.546875:44.939130;939935302.734375:44.397524;959930419.921875:44.535117;979925537.109375:45.259197;999920654.296875:45.982428;1019915771.484375:46.083637;1039910888.671875:45.913737;1059906005.859375:45.803539;1079901123.046875:44.983775;1099896240.234375:42.478045;1119891357.421875:36.718587;1139886474.609375:27.946819;1159881591.796875:20.701986;1179876708.984375:15.856240;1179876708.984375:15.856240
-10.500000,600018310.546875:9.988263;620013427.734375:11.508419;640008544.921875:15.407423;660003662.109375:23.778925;679998779.296875:34.830107;699993896.484375:43.544546;719989013.671875:46.609422;739984130.859375:46.156494;759979248.046875:45.692785;779974365.234375:45.671414;799969482.421875:45.785154;819964599.609375:45.552606;839959716.796875:44.861724;859954833.984375:44.546902;879949951.171875:45.011171;899945068.359375:45.548019;919940185.546875:45.277335;939935302.734375:44.144770;959930419.921875:43.800538;979925537.109375:45.147548;999920654.296875:46.410287;1019915771.484375:46.602875;1039910888.671875:46.440249;1059906005.859375:46.358861;1079901123.046875:45.530851;1099896240.234375:42.938157;1119891357.421875:37.192993;1139886474.609375:28.477557;1159881591.796875:21.287661;1179876708.984375:16.540144;1179876708.984375:16.540144
-10.000000,600018310.546875:10.810510;620013427.734375:12.286205;640008544.921875:16.116438;660003662.109375:24.399102;679998779.296875:35.391838;699993896.484375:44.046028;719989013.671875:47.065028;739984130.859375:46.662608;759979248.046875:46.227824;779974365.234375:46.175338;799969482.421875:46.260386;819964599.609375:46.037237;839959716.796875:45.377806;859954833.984375:45.089771;879949951.171875:45.566613;899945068.359375:46.098533;919940185.546875:45.813553;939935302.734375:44.735531;959930419.921875:44.481755;979925537.109375:45.772399;999920654.296875:46.988086;1019915771.484375:47.194227;1039910888.671875:47.036797;1059906005.859375:46.925268;1079901123.046875:46.018305;1099896240.234375:43.358283;1119891357.421875:37.665690;1139886474.609375:29.023890;1159881591.796875:21.893952;1179876708.984375:17.179475;1179876708.984375:17.179475
-9.500000,600018310.546875:11.733959;620013427.734375:13.123730;640008544.921875:16.840348;660003662.109375:25.026804;679998779.296875:35.880962;699993896.484375:43.998027;719989013.671875:46.462279;739984130.859375:46.587508;759979248.046875:46.657253;779974365.234375:46.688502;799969482.421875:46.770492;819964599.609375:46.543493;839959716.796875:45.883047;859954833.984375:45.596395;879949951.171875:46.071602;899945068.359375:46.602426;919940185.546875:46.396220;939935302.734375:45.767577;959930419.921875:45.987572;979925537.109375:46.816252;999920654.296875:47.589019;1019915771.484375:47.719035;1039910888.671875:47.561164;1059906005.859375:47.468210;1079901123.046875:46.661821;1099896240.234375:44.104720;1119891357.421875:38.316580;1139886474.609375:29.599605;1159881591.796875:22.498161;1179876708.984375:17.861170;1179876708.984375:17.861170
-9.000000,600018310.546875:12.496262;620013427.734375:13.803365;640008544.921875:17.398104;660003662.109375:25.465005;679998779.296875:36.329429;699993896.484375:44.805529;719989013.671875:47.661252;739984130.859375:47.412763;759979248.046875:47.128923;779974365.234375:47.106876;799969482.421875:47.195111;819964599.609375:46.975953;839959716.796875:46.320734;859954833.984375:46.034225;879949951.171875:46.512259;899945068.359375:47.040991;919940185.546875:46.781308;939935302.734375:45.884036;959930419.921875:45.822166;979925537.109375:46.918910;999920654.296875:47.948290;1019915771.484375:48.119994;1039910888.671875:47.956117;1059906005.859375:47.812623;1079901123.046875:46.758325;1099896240.234375:43.946369;1119891357.421875:38.420743;1139886474.609375:29.966396;1159881591.796875:22.944304;1179876708.984375:18.372330;1179876708.984375:18.372330
-8.500000,600018310.546875:13.426022;620013427.734375:14.657443;640008544.921875:18.152016;660003662.109375:26.036476;679998779.296875:36.333022;699993896.484375:43.953235;719989013.671875:46.869312;739984130.859375:47.432994;759979248.046875:47.583960;779974365.234375:47.618127;799969482.421875:47.703074;819964599.609375:47.487161;839959716.796875:46.833574;859954833.984375:46.543441;879949951.171875:47.018008;899945068.359375:47.636951;919940185.546875:47.932266;939935302.734375:47.832966;959930419.921875:47.517152;979925537.109375:47.832322;999920654.296875:48.512532;1019915771.484375:48.642381;1039910888.671875:48.464687;1059906005.859375:48.262712;1079901123.046875:47.347965;1099896240.234375:44.904506;1119891357.421875:39.236708;1139886474.609375:30.591680;1159881591.796875:23.588164;1179876708.984375:19.092424;1179876708.984375:19.092424
-8.000000,600018310.546875:14.304107;620013427.734375:15.431888;640008544.921875:18.535409;660003662.109375:25.472308;679998779.296875:35.083850;699993896.484375:43.321372;719989013.671875:47.050133;739984130.859375:47.884366;759979248.046875:48.061328;779974365.234375:48.092693;799969482.421875:48.176214;819964599.609375:47.963541;839959716.796875:47.314116;859954833.984375:47.080351;879949951.171875:47.965636;899945068.359375:49.531129;919940185.546875:50.257675;939935302.734375:49.330780;959930419.921875:48.247876;979925537.109375:48.354933;999920654.296875:48.984867;1019915771.484375:48.914652;1039910888.671875:48.541920;1059906005.859375:48.658593;1079901123.046875:48.057581;1099896240.234375:45.541243;1119891357.421875:39.775544;1139886474.609375:31.142208;1159881591.796875:24.198426;1179876708.984375:19.758794;1179876708.984375:19.758794
-7.500000,600018310.546875:15.256118;620013427.734375:16.349579;640008544.921875:19.633929;660003662.109375:27.268634;679998779.296875:37.325923;699993896.484375:44.785967;719989013.671875:47.781688;739984130.859375:48.424940;759979248.046875:48.579309;779974365.234375:48.604565;799969482.421875:48.680608;819964599.609375:48.463492;839959716.796875:47.816740;859954833.984375:47.530944;879949951.171875:48.009975;899945068.359375:48.645171;919940185.546875:49.010676;939935302.734375:48.989376;959930419.921875:48.616132;979925537.109375:48.869923;999920654.296875:49.546300;1019915771.484375:49.686442;1039910888.671875:49.522098;1059906005.859375:49.382689;1079901123.046875:48.535144;1099896240.234375:46.026723;1119891357.421875:40.305561;1139886474.609375:31.701890;1159881591.796875:24.823928;1179876708.984375:20.500668;1179876708.984375:20.500668
-7.000000,600018310.546875:16.141664;620013427.734375:17.080406;640008544.921875:19.628609;660003662.109375:25.966765;679998779.296875:35.802160;699993896.484375:44.343019;719989013.671875:48.126686;739984130.859375:48.963890;759979248.046875:49.143409;779974365.234375:49.177251;799969482.421875:49.261550;819964599.609375:49.052987;839959716.796875:48.404937;859954833.984375:48.208465;879949951.171875:49.353265;899945068.359375:51.192956;919940185.546875:51.623176;939935302.734375:50.418749;959930419.921875:49.289004;979925537.109375:49.391105;999920654.296875:50.045100;1019915771.484375:50.168876;1039910888.671875:50.000973;1059906005.859375:49.904169;1079901123.046875:49.106222;1099896240.234375:46.563584;1119891357.421875:40.813184;1139886474.609375:32.235458;1159881591.796875:25.427687;1179876708.984375:21.195911;1179876708.984375:21.195911
-6.500000,600018310.546875:17.095196;620013427.734375:18.056608;640008544.921875:21.116916;660003662.109375:28.565226;679998779.296875:38.928396;699993896.484375:46.823638;719989013.671875:49.360111;739984130.859375:49.569136;759979248.046875:49.653590;779974365.234375:49.681789;799969482.421875:49.762269;819964599.609375:49.555422;839959716.796875:48.910932;859954833.984375:48.615946;879949951.171875:49.084716;899945068.359375:49.637550;919940185.546875:49.577878;939935302.734375:49.116475;959930419.921875:49.169245;979925537.109375:49.825028;999920654.296875:50.560066;1019915771.484375:50.694436;1039910888.671875:50.522025;1059906005.859375:50.327516;1079901123.046875:49.422396;1099896240.234375:46.975819;1119891357.421875:41.329876;1139886474.609375:32.803354;1159881591.796875:26.062770;1179876708.984375:21.913015;1179876708.984375:21.913015
-6.000000,600018310.546875:18.024844;620013427.734375:18.934772;640008544.921875:21.889343;660003662.109375:29.169661;679998779.296875:39.362631;699993896.484375:47.152051;719989013.671875:49.762237;739984130.859375:50.037104;759979248.046875:50.128933;779974365.234375:50.158032;799969482.421875:50.238054;819964599.609375:50.033842;839959716.796875:49.393287;859954833.984375:49.099633;879949951.171875:49.571962;899945068.359375:50.146423;919940185.546875:50.190185;939935302.734375:49.840591;959930419.921875:49.790891;979925537.109375:50.347278;999920654.296875:51.063625;1019915771.484375:51.199349;1039910888.671875:51.016653;1059906005.859375:50.748947;1079901123.046875:49.765503;1099896240.234375:47.401124;1119891357.421875:41.849099;1139886474.609375:33.387119;1159881591.796875:26.726315;1179876708.984375:22.663643;1179876708.984375:22.663643
-5.500000,600018310.546875:19.003329;620013427.734375:19.859750;640008544.921875:22.661866;660003662.109375:29.431746;679998779.296875:38.784716;699993896.484375:46.386217;719989013.671875:49.732503;739984130.859375:50.488004;759979248.046875:50.650399;779974365.234375:50.670355;799969482.421875:50.744680;819964599.609375:50.541927;839959716.796875:49.904931;859954833.984375:49.611327;879949951.171875:50.147734;899945068.359375:51.179723;919940185.546875:51.990893;939935302.734375:51.589891;959930419.921875:50.785628;979925537.109375:50.932362;999920654.296875:51.591304;1019915771.484375:51.695740;1039910888.671875:51.334471;1059906005.859375:51.015921;1079901123.046875:50.438298;1099896240.234375:48.106967;1119891357.421875:42.423543;1139886474.609375:33.958364;1159881591.796875:27.363025;1179876708.984375:23.429428;1179876708.984375:23.429428
-5.000000,600018310.546875:19.851907;620013427.734375:20.658211;640008544.921875:23.413688;660003662.109375:30.426948;679998779.296875:40.502144;699993896.484375:48.299013;719989013.671875:50.841300;739984130.859375:51.068183;759979248.046875:51.155245;779974365.234375:51.177876;799969482.421875:51.258351;819964599.609375:51.072705;839959716.796875:50.446288;859954833.984375:50.142765;879949951.171875:50.586927;899945068.359375:51.127084;919940185.546875:51.099031;939935302.734375:50.688235;959930419.921875:50.735786;979925537.109375:51.364262;999920654.296875:52.087368;1019915771.484375:52.234522;1039910888.671875:52.071437;1059906005.859375:51.859110;1079901123.046875:50.928211;1099896240.234375:48.494491;1119891357.421875:42.910077;1139886474.609375:34.526931;1159881591.796875:28.021773;1179876708.984375:24.149608;1179876708.984375:24.149608
-4.500000,600018310.546875:20.848723;620013427.734375:21.592689;640008544.921875:24.236061;660003662.109375:30.999558;679998779.296875:40.450568;699993896.484375:47.717405;719989013.671875:50.804371;739984130.859375:51.529825;759979248.046875:51.694476;779974365.234375:51.709555;799969482.421875:51.784707;819964599.609375:51.596633;839959716.796875:50.968260;859954833.984375:50.661917;879949951.171875:51.114003;899945068.359375:51.785889;919940185.546875:52.248823;939935302.734375:52.225781;959930419.921875:51.770036;979925537.109375:51.965431;999920654.296875:52.615917;1019915771.484375:52.761140;1039910888.671875:52.589723;1059906005.859375:52.456403;1079901123.046875:51.675050;1099896240.234375:49.159225;1119891357.421875:43.477056;1139886474.609375:35.111304;1159881591.796875:28.694303;1179876708.984375:24.935674;1179876708.984375:24.935674
-4.000000,600018310.546875:21.826192;620013427.734375:22.520233;640008544.921875:25.045413;660003662.109375:31.758948;679998779.296875:41.838882;699993896.484375:50.278528;719989013.671875:53.318570;739984130.859375:52.808687;759979248.046875:52.276145;779974365.234375:52.186150;799969482.421875:52.258631;819964599.609375:52.076359;839959716.796875:51.454034;859954833.984375:51.147757;879949951.171875:51.594194;899945068.359375:52.109838;919940185.546875:51.799931;939935302.734375:50.615453;959930419.921875:50.252549;979925537.109375:51.687619;999920654.296875:53.028321;1019915771.484375:53.278323;1039910888.671875:53.139579;1059906005.859375:53.039106;1079901123.046875:52.214838;1099896240.234375:49.657984;1119891357.421875:44.005420;1139886474.609375:35.710936;1159881591.796875:29.388609;1179876708.984375:25.722090;1179876708.984375:25.722090
-3.500000,600018310.546875:22.841682;620013427.734375:23.478071;640008544.921875:25.896532;660003662.109375:32.426950;679998779.296875:42.087240;699993896.484375:49.665010;719989013.671875:52.283425;739984130.859375:52.591553;759979248.046875:52.686624;779974365.234375:52.698504;799969482.421875:52.766042;819964599.609375:52.585401;839959716.796875:51.968509;859954833.984375:51.665792;879949951.171875:52.114721;899945068.359375:52.685633;919940185.546875:52.791550;939935302.734375:52.527554;959930419.921875:52.454729;979925537.109375:52.963194;999920654.296875:53.672863;1019915771.484375:53.834861;1039910888.671875:53.661688;1059906005.859375:53.350113;1079901123.046875:52.320553;1099896240.234375:50.001801;1119891357.421875:44.546369;1139886474.609375:36.304839;1159881591.796875:30.062196;1179876708.984375:26.501505;1179876708.984375:26.501505
-3.000000,600018310.546875:23.784471;620013427.734375:24.366895;640008544.921875:26.668028;660003662.109375:33.064611;679998779.296875:42.887377;699993896.484375:50.946143;719989013.671875:53.637893;739984130.859375:53.471933;759979248.046875:53.285091;779974365.234375:53.269052;799969482.421875:53.349300;819964599.609375:53.180042;839959716.796875:52.563906;859954833.984375:52.251901;879949951.171875:52.693201;899945068.359375:53.201430;919940185.546875:52.950053;939935302.734375:52.169683;959930419.921875:52.235999;979925537.109375:53.230712;999920654.296875:54.159063;1019915771.484375:54.346916;1039910888.671875:54.210239;1059906005.859375:54.077256;1079901123.046875:53.098213;1099896240.234375:50.384305;1119891357.421875:44.928195;1139886474.609375:36.893162;1159881591.796875:30.780790;1179876708.984375:27.324950;1179876708.984375:27.324950
-2.500000,600018310.546875:24.802673;620013427.734375:25.282900;640008544.921875:26.945300;660003662.109375:31.993975;679998779.296875:40.870156;699993896.484375:49.054456;719989013.671875:52.774041;739984130.859375:53.591879;759979248.046875:53.769083;779974365.234375:53.795387;799969482.421875:53.872469;819964599.609375:53.702988;839959716.796875:53.090592;859954833.984375:52.875966;879949951.171875:53.991169;899945068.359375:55.812460;919940185.546875:56.237482;939935302.734375:55.060581;959930419.921875:53.964001;979925537.109375:54.063409;999920654.296875:54.712564;1019915771.484375:54.873817;1039910888.671875:54.740943;1059906005.859375:54.644703;1079901123.046875:53.844291;1099896240.234375:51.310546;1119891357.421875:45.688747;1139886474.609375:37.538480;1159881591.796875:31.498127;1179876708.984375:28.150983;1179876708.984375:28.150983
-2.000000,600018310.546875:25.787916;620013427.734375:26.310037;640008544.921875:28.416636;660003662.109375:34.468735;679998779.296875:44.108212;699993896.484375:52.442064;719989013.671875:55.565331;739984130.859375:55.122466;759979248.046875:54.485962;779974365.234375:54.309162;799969482.421875:54.363274;819964599.609375:54.195229;839959716.796875:53.584733;859954833.984375:53.272173;879949951.171875:53.716507;899945068.359375:54.232565;919940185.546875:53.904937;939935302.734375:52.680881;959930419.921875:52.245571;979925537.109375:53.647419;999920654.296875:55.068919;1019915771.484375:55.394719;1039910888.671875:55.269768;1059906005.859375:55.166101;1079901123.046875:54.356392;1099896240.234375:51.773697;1119891357.421875:46.109239;1139886474.609375:38.075872;1159881591.796875:32.212163;1179876708.984375:28.991788;1179876708.984375:28.991788
-1.500000,600018310.546875:26.803495;620013427.734375:27.281513;640008544.921875:29.290718;660003662.109375:35.187873;679998779.296875:44.709749;699993896.484375:52.986726;719989013.671875:56.049806;739984130.859375:55.548210;759979248.046875:54.956710;779974365.234375:54.824687;799969482.421875:54.882816;819964599.609375:54.715233;839959716.796875:54.104242;859954833.984375:53.783723;879949951.171875:54.223941;899945068.359375:54.741493;919940185.546875:54.415928;939935302.734375:53.202225;959930419.921875:52.804369;979925537.109375:54.237719;999920654.296875:55.632318;1019915771.484375:55.935315;1039910888.671875:55.808622;1059906005.859375:55.709790;1079901123.046875:54.907972;1099896240.234375:52.358796;1119891357.421875:46.750342;1139886474.609375:38.754311;1159881591.796875:32.965816;1179876708.984375:29.853769;1179876708.984375:29.853769
-1.000000,600018310.546875:9.451921;620013427.734375:9.104250;640008544.921875:8.962224;660003662.109375:10.302857;679998779.296875:14.929857;699993896.484375:20.682378;719989013.671875:23.205917;739984130.859375:23.527977;759979248.046875:23.767804;779974365.234375:23.833566;799969482.421875:23.711875;819964599.609375:23.164129;839959716.796875:22.273067;859954833.984375:21.885491;879949951.171875:22.346568;899945068.359375:22.993213;919940185.546875:23.008629;939935302.734375:22.426925;959930419.921875:22.470537;979925537.109375:23.303564;999920654.296875:24.079225;1019915771.484375:24.154551;1039910888.671875:23.943466;1059906005.859375:23.826012;1079901123.046875:22.949230;1099896240.234375:20.587633;1119891357.421875:16.717500;1139886474.609375:12.128361;1159881591.796875:9.679814;1179876708.984375:8.989199;1179876708.984375:8.989199
-0.500000,600018310.546875:9.977301;620013427.734375:9.654944;640008544.921875:9.450540;660003662.109375:10.260708;679998779.296875:13.809028;699993896.484375:19.112209;719989013.671875:22.385758;739984130.859375:23.632936;759979248.046875:24.223583;779974365.234375:24.326401;799969482.421875:24.206703;819964599.609375:23.665204;839959716.796875:22.776926;859954833.984375:22.397284;879949951.171875:23.030787;899945068.359375:24.452310;919940185.546875:25.625134;939935302.734375:25.118951;959930419.921875:24.120026;979925537.109375:24.099128;999920654.296875:24.601213;1019915771.484375:24.597153;1039910888.671875:24.336665;1059906005.859375:24.293525;1079901123.046875:23.628313;1099896240.234375:21.459552;1119891357.421875:17.434074;1139886474.609375:12.688203;1159881591.796875:10.202992;1179876708.984375:9.493091;1179876708.984375:9.493091
0.000000,600018310.546875:10.478846;620013427.734375:10.152812;640008544.921875:9.931257;660003662.109375:10.722114;679998779.296875:14.294528;699993896.484375:19.617117;719989013.671875:22.878120;739984130.859375:24.100839;759979248.046875:24.686064;779974365.234375:24.801293;799969482.421875:24.692280;819964599.609375:24.146856;839959716.796875:23.249822;859954833.984375:22.953412;879949951.171875:24.060514;899945068.359375:25.969123;919940185.546875:26.659783;939935302.734375:25.696418;959930419.921875:24.617899;979925537.109375:24.598979;999920654.296875:25.098832;1019915771.484375:25.055744;1039910888.671875:24.754962;1059906005.859375:24.744683;1079901123.046875:24.136309;1099896240.234375:21.998517;1119891357.421875:17.968843;1139886474.609375:13.209963;1159881591.796875:10.717184;1179876708.984375:10.000427;1179876708.984375:10.000427
