"setpoint_db","freq_hz:measured_gain_db"
-84.500000,1800000000.000000:-47.571931;1819995117.187500:-45.440957;1839990234.375000:-43.250427;1859985351.562500:-39.651587;1879980468.750000:-35.191283;1899975585.937500:-30.013007;1919970703.125000:-24.009557;1939965820.312500:-17.951032;1959960937.500000:-13.466376;1979956054.687500:-11.363785;1999951171.875000:-10.754927;2019946289.062500:-10.564594;2039941406.250000:-10.426712;2059936523.437500:-10.402597;2079931640.625000:-10.501607;2099926757.812500:-10.608238;2119921875.000000:-10.722636;2139916992.187500:-10.946232;2159912109.375000:-11.242952;2179907226.562500:-11.405028;2199902343.750000:-11.312031;2219897460.937500:-11.093048;2239892578.125000:-10.992231;2259887695.312500:-11.056359;2279882812.500000:-11.217519;2299877929.687500:-11.499977;2319873046.875000:-11.951589;2339868164.062500:-12.462701;2359863281.250000:-12.762230;2379858398.437500:-12.729925;2399853515.625000:-12.423043;2419848632.812500:-11.979985;2439843750.000000:-11.762399;2459838867.187500:-11.876420;2479833984.375000:-12.155760;2499829101.562500:-12.418980;2519824218.750000:-12.615252;2539819335.937500:-12.857111;2559814453.125000:-13.195976;2579809570.312500:-13.656971;2599804687.500000:-14.224276;2619799804.687500:-14.922438;2639794921.875000:-15.749172;2659790039.062500:-16.666637;2679785156.250000:-18.043903;2679785156.250000:-18.043903
-84.000000,1800000000.000000:-46.308135;1819995117.187500:-43.928629;1839990234.375000:-41.763478;1859985351.562500:-38.247776;1879980468.750000:-33.782381;1899975585.937500:-28.534367;1919970703.125000:-22.493094;1939965820.312500:-16.592230;1959960937.500000:-12.488262;1979956054.687500:-10.707983;1999951171.875000:-10.244713;2019946289.062500:-10.121047;2039941406.250000:-10.025939;2059936523.437500:-10.012287;2079931640.625000:-10.103923;2099926757.812500:-10.203972;2119921875.000000:-10.294886;2139916992.187500:-10.458456;2159912109.375000:-10.680305;2179907226.562500:-10.799065;2199902343.750000:-10.724743;2219897460.937500:-10.562646;2239892578.125000:-10.494060;2259887695.312500:-10.544471;2279882812.500000:-10.661339;2299877929.687500:-10.863047;2319873046.875000:-11.175660;2339868164.062500:-11.539089;2359863281.250000:-11.797817;2379858398.437500:-11.859134;2399853515.625000:-11.692149;2419848632.812500:-11.368868;2439843750.000000:-11.220509;2459838867.187500:-11.338877;2479833984.375000:-11.585728;2499829101.562500:-11.832868;2519824218.750000:-12.033512;2539819335.937500:-12.265241;2559814453.125000:-12.565557;2579809570.312500:-12.970676;2599804687.500000:-13.464517;2619799804.687500:-14.053082;2639794921.875000:-14.726925;2659790039.062500:-15.485538;2679785156.250000:-16.726172;2679785156.250000:-16.726172
-83.500000,1800000000.000000:-60.453506;1819995117.187500:-59.759221;1839990234.375000:-59.063785;1859985351.562500:-59.782492;1879980468.750000:-58.998965;1899975585.937500:-55.634082;1919970703.125000:-50.703645;1939965820.312500:-45.249503;1959960937.500000:-40.639964;1979956054.687500:-37.985669;1999951171.875000:-36.925514;2019946289.062500:-36.451528;2039941406.250000:-36.290811;2059936523.437500:-36.535984;2079931640.625000:-37.100466;2099926757.812500:-37.668783;2119921875.000000:-38.121677;2139916992.187500:-38.593745;2159912109.375000:-38.932479;2179907226.562500:-38.763929;2199902343.750000:-38.134023;2219897460.937500:-37.381235;2239892578.125000:-36.955268;2259887695.312500:-36.891303;2279882812.500000:-37.223396;2299877929.687500:-38.118229;2319873046.875000:-39.583706;2339868164.062500:-41.212431;2359863281.250000:-42.256212;2379858398.437500:-41.959635;2399853515.625000:-39.772274;2419848632.812500:-37.256367;2439843750.000000:-37.575426;2459838867.187500:-39.094125;2479833984.375000:-39.983946;2499829101.562500:-39.792965;2519824218.750000:-38.733535;2539819335.937500:-38.148137;2559814453.125000:-39.055823;2579809570.312500:-41.415087;2599804687.500000:-43.508995;2619799804.687500:-43.841586;2639794921.875000:-43.358527;2659790039.062500:-43.912196;2679785156.250000:-46.287706;2679785156.250000:-46.287706
-83.000000,1800000000.000000:-60.371738;1819995117.187500:-59.706759;1839990234.375000:-58.920733;1859985351.562500:-59.347608;1879980468.750000:-58.309773;1899975585.937500:-54.767498;1919970703.125000:-49.668119;1939965820.312500:-44.063002;1959960937.500000:-39.346392;1979956054.687500:-36.652556;1999951171.875000:-35.603015;2019946289.062500:-35.143956;2039941406.250000:-34.952762;2059936523.437500:-35.157211;2079931640.625000:-35.685952;2099926757.812500:-36.216938;2119921875.000000:-36.646641;2139916992.187500:-37.106929;2159912109.375000:-37.460133;2179907226.562500:-37.339061;2199902343.750000:-36.754161;2219897460.937500:-36.053225;2239892578.125000:-35.699032;2259887695.312500:-35.691937;2279882812.500000:-35.999287;2299877929.687500:-36.831411;2319873046.875000:-38.239219;2339868164.062500:-39.806232;2359863281.250000:-40.763642;2379858398.437500:-40.494830;2399853515.625000:-38.558957;2419848632.812500:-36.198967;2439843750.000000:-36.327492;2459838867.187500:-37.617974;2479833984.375000:-38.402311;2499829101.562500:-38.248600;2519824218.750000:-37.375733;2539819335.937500:-36.992103;2559814453.125000:-37.997784;2579809570.312500:-40.226306;2599804687.500000:-42.054388;2619799804.687500:-42.349176;2639794921.875000:-42.110874;2659790039.062500:-42.892132;2679785156.250000:-45.583485;2679785156.250000:-45.583485
-82.500000,1800000000.000000:-60.400479;1819995117.187500:-59.682220;1839990234.375000:-58.759507;1859985351.562500:-58.883049;1879980468.750000:-57.593666;1899975585.937500:-53.826091;1919970703.125000:-48.553193;1939965820.312500:-42.835893;1959960937.500000:-38.036475;1979956054.687500:-35.274609;1999951171.875000:-34.200567;2019946289.062500:-33.739515;2039941406.250000:-33.501856;2059936523.437500:-33.680280;2079931640.625000:-34.236080;2099926757.812500:-34.809695;2119921875.000000:-35.279113;2139916992.187500:-35.772540;2159912109.375000:-36.152442;2179907226.562500:-36.039669;2199902343.750000:-35.422846;2219897460.937500:-34.641446;2239892578.125000:-34.203836;2259887695.312500:-34.165296;2279882812.500000:-34.517333;2299877929.687500:-35.476302;2319873046.875000:-36.978179;2339868164.062500:-38.533029;2359863281.250000:-39.470381;2379858398.437500:-39.317924;2399853515.625000:-37.584715;2419848632.812500:-35.252070;2439843750.000000:-35.136918;2459838867.187500:-36.200751;2479833984.375000:-36.836952;2499829101.562500:-36.660419;2519824218.750000:-35.972272;2539819335.937500:-35.800125;2559814453.125000:-36.853085;2579809570.312500:-38.991404;2599804687.500000:-40.722942;2619799804.687500:-41.036074;2639794921.875000:-41.015956;2659790039.062500:-42.012489;2679785156.250000:-44.886500;2679785156.250000:-44.886500
-82.000000,1800000000.000000:-60.346599;1819995117.187500:-59.605230;1839990234.375000:-58.590001;1859985351.562500:-58.366937;1879980468.750000:-56.766901;1899975585.937500:-52.796047;1919970703.125000:-47.370701;1939965820.312500:-41.553433;1959960937.500000:-36.709073;1979956054.687500:-33.936760;1999951171.875000:-32.872193;2019946289.062500:-32.410215;2039941406.250000:-32.144244;2059936523.437500:-32.289956;2079931640.625000:-32.799876;2099926757.812500:-33.327809;2119921875.000000:-33.788791;2139916992.187500:-34.301197;2159912109.375000:-34.695747;2179907226.562500:-34.606251;2199902343.750000:-34.033920;2219897460.937500:-33.319461;2239892578.125000:-32.954928;2259887695.312500:-32.975470;2279882812.500000:-33.326871;2299877929.687500:-34.222392;2319873046.875000:-35.666584;2339868164.062500:-37.205007;2359863281.250000:-38.124461;2379858398.437500:-37.968724;2399853515.625000:-36.346228;2419848632.812500:-34.142584;2439843750.000000:-33.934929;2459838867.187500:-34.841229;2479833984.375000:-35.440544;2499829101.562500:-35.360557;2519824218.750000:-34.809012;2539819335.937500:-34.697923;2559814453.125000:-35.691153;2579809570.312500:-37.615185;2599804687.500000:-39.149018;2619799804.687500:-39.553840;2639794921.875000:-39.758089;2659790039.062500:-40.862616;2679785156.250000:-43.674391;2679785156.250000:-43.674391
-81.500000,1800000000.000000:-60.321430;1819995117.187500:-59.438016;1839990234.375000:-58.254159;1859985351.562500:-57.629057;1879980468.750000:-55.678502;1899975585.937500:-51.508037;1919970703.125000:-45.985641;1939965820.312500:-40.111194;1959960937.500000:-35.223803;1979956054.687500:-32.434933;1999951171.875000:-31.367231;2019946289.062500:-30.897635;2039941406.250000:-30.609949;2059936523.437500:-30.724127;2079931640.625000:-31.194582;2099926757.812500:-31.694373;2119921875.000000:-32.158995;2139916992.187500:-32.689497;2159912109.375000:-33.103927;2179907226.562500:-33.032695;2199902343.750000:-32.463549;2219897460.937500:-31.722362;2239892578.125000:-31.311541;2259887695.312500:-31.309469;2279882812.500000:-31.665789;2299877929.687500:-32.590512;2319873046.875000:-34.072500;2339868164.062500:-35.611830;2359863281.250000:-36.514074;2379858398.437500:-36.395475;2399853515.625000:-34.914931;2419848632.812500:-32.816945;2439843750.000000:-32.427325;2459838867.187500:-33.088229;2479833984.375000:-33.561316;2499829101.562500:-33.520863;2519824218.750000:-33.176875;2539819335.937500:-33.265411;2559814453.125000:-34.271572;2579809570.312500:-36.033938;2599804687.500000:-37.442842;2619799804.687500:-37.915444;2639794921.875000:-38.282412;2659790039.062500:-39.436066;2679785156.250000:-42.054756;2679785156.250000:-42.054756
-81.000000,1800000000.000000:-60.339560;1819995117.187500:-59.470227;1839990234.375000:-58.166444;1859985351.562500:-57.141345;1879980468.750000:-54.901918;1899975585.937500:-50.599353;1919970703.125000:-44.983045;1939965820.312500:-39.018444;1959960937.500000:-34.065746;1979956054.687500:-31.266070;1999951171.875000:-30.217851;2019946289.062500:-29.759222;2039941406.250000:-29.453787;2059936523.437500:-29.544149;2079931640.625000:-29.978632;2099926757.812500:-30.436579;2119921875.000000:-30.884734;2139916992.187500:-31.433227;2159912109.375000:-31.883992;2179907226.562500:-31.843195;2199902343.750000:-31.288848;2219897460.937500:-30.567604;2239892578.125000:-30.191471;2259887695.312500:-30.213508;2279882812.500000:-30.564262;2299877929.687500:-31.459432;2319873046.875000:-32.897036;2339868164.062500:-34.397153;2359863281.250000:-35.271759;2379858398.437500:-35.186810;2399853515.625000:-33.847129;2419848632.812500:-31.841582;2439843750.000000:-31.311312;2459838867.187500:-31.804864;2479833984.375000:-32.208199;2499829101.562500:-32.190734;2519824218.750000:-31.960348;2539819335.937500:-32.174465;2559814453.125000:-33.213377;2579809570.312500:-34.861083;2599804687.500000:-36.112228;2619799804.687500:-36.597032;2639794921.875000:-37.129157;2659790039.062500:-38.390612;2679785156.250000:-40.950196;2679785156.250000:-40.950196
-80.500000,1800000000.000000:-59.997988;1819995117.187500:-59.255680;1839990234.375000:-57.826080;1859985351.562500:-56.344204;1879980468.750000:-53.741446;1899975585.937500:-49.297944;1919970703.125000:-43.629730;1939965820.312500:-37.616267;1959960937.500000:-32.620911;1979956054.687500:-29.812793;1999951171.875000:-28.772586;2019946289.062500:-28.312828;2039941406.250000:-28.001377;2059936523.437500:-28.065567;2079931640.625000:-28.437386;2099926757.812500:-28.825667;2119921875.000000:-29.231232;2139916992.187500:-29.772162;2159912109.375000:-30.252888;2179907226.562500:-30.268899;2199902343.750000:-29.772059;2219897460.937500:-29.101549;2239892578.125000:-28.766932;2259887695.312500:-28.816852;2279882812.500000:-29.153529;2299877929.687500:-29.982709;2319873046.875000:-31.350009;2339868164.062500:-32.809325;2359863281.250000:-33.646798;2379858398.437500:-33.540228;2399853515.625000:-32.285639;2419848632.812500:-30.420662;2439843750.000000:-29.836240;2459838867.187500:-30.200370;2479833984.375000:-30.563179;2499829101.562500:-30.611720;2519824218.750000:-30.498548;2539819335.937500:-30.785780;2559814453.125000:-31.775028;2579809570.312500:-33.251863;2599804687.500000:-34.403374;2619799804.687500:-34.978536;2639794921.875000:-35.656475;2659790039.062500:-36.956493;2679785156.250000:-39.347140;2679785156.250000:-39.347140
-80.000000,1800000000.000000:-59.500763;1819995117.187500:-58.928074;1839990234.375000:-57.429311;1859985351.562500:-55.541428;1879980468.750000:-52.613411;1899975585.937500:-48.040229;1919970703.125000:-42.271164;1939965820.312500:-36.172267;1959960937.500000:-31.157466;1979956054.687500:-28.364277;1999951171.875000:-27.334997;2019946289.062500:-26.866881;2039941406.250000:-26.544654;2059936523.437500:-26.595834;2079931640.625000:-26.922296;2099926757.812500:-27.253073;2119921875.000000:-27.620229;2139916992.187500:-28.134732;2159912109.375000:-28.611504;2179907226.562500:-28.675565;2199902343.750000:-28.258973;2219897460.937500:-27.668649;2239892578.125000:-27.403016;2259887695.312500:-27.509701;2279882812.500000:-27.857581;2299877929.687500:-28.612819;2319873046.875000:-29.872357;2339868164.062500:-31.278762;2359863281.250000:-32.107066;2379858398.437500:-31.992231;2399853515.625000:-30.782484;2419848632.812500:-29.031758;2439843750.000000:-28.451944;2459838867.187500:-28.767052;2479833984.375000:-29.152273;2499829101.562500:-29.287018;2519824218.750000:-29.241327;2539819335.937500:-29.518174;2559814453.125000:-30.421890;2579809570.312500:-31.766742;2599804687.500000:-32.841336;2619799804.687500:-33.468231;2639794921.875000:-34.207867;2659790039.062500:-35.481347;2679785156.250000:-37.724254;2679785156.250000:-37.724254
-79.500000,1800000000.000000:-59.115355;1819995117.187500:-58.677902;1839990234.375000:-57.087457;1859985351.562500:-54.731377;1879980468.750000:-51.448243;1899975585.937500:-46.765288;1919970703.125000:-40.955504;1939965820.312500:-34.816103;1959960937.500000:-29.770867;1979956054.687500:-26.958743;1999951171.875000:-25.921801;2019946289.062500:-25.449246;2039941406.250000:-25.123583;2059936523.437500:-25.168366;2079931640.625000:-25.473054;2099926757.812500:-25.775389;2119921875.000000:-26.118650;2139916992.187500:-26.616266;2159912109.375000:-27.096458;2179907226.562500:-27.194255;2199902343.750000:-26.816700;2219897460.937500:-26.260549;2239892578.125000:-26.029922;2259887695.312500:-26.167209;2279882812.500000:-26.523480;2299877929.687500:-27.247312;2319873046.875000:-28.436449;2339868164.062500:-29.770344;2359863281.250000:-30.551690;2379858398.437500:-30.424950;2399853515.625000:-29.286828;2419848632.812500:-27.663914;2439843750.000000:-27.090199;2459838867.187500:-27.368813;2479833984.375000:-27.756273;2499829101.562500:-27.921955;2519824218.750000:-27.915010;2539819335.937500:-28.205754;2559814453.125000:-29.051399;2579809570.312500:-30.281515;2599804687.500000:-31.310546;2619799804.687500:-31.994999;2639794921.875000:-32.807118;2659790039.062500:-34.080634;2679785156.250000:-36.207066;2679785156.250000:-36.207066
-79.000000,1800000000.000000:-58.391690;1819995117.187500:-58.050151;1839990234.375000:-56.372308;1859985351.562500:-53.610476;1879980468.750000:-50.042654;1899975585.937500:-45.325526;1919970703.125000:-39.513921;1939965820.312500:-33.325928;1959960937.500000:-28.233012;1979956054.687500:-25.394802;1999951171.875000:-24.352443;2019946289.062500:-23.887947;2039941406.250000:-23.570870;2059936523.437500:-23.612414;2079931640.625000:-23.901010;2099926757.812500:-24.176936;2119921875.000000:-24.493407;2139916992.187500:-24.979401;2159912109.375000:-25.464470;2179907226.562500:-25.568907;2199902343.750000:-25.187112;2219897460.937500:-24.629233;2239892578.125000:-24.403162;2259887695.312500:-24.560213;2279882812.500000:-24.946657;2299877929.687500:-25.672324;2319873046.875000:-26.809150;2339868164.062500:-28.046837;2359863281.250000:-28.724692;2379858398.437500:-28.531339;2399853515.625000:-27.457564;2419848632.812500:-26.002550;2439843750.000000:-25.458925;2459838867.187500:-25.710106;2479833984.375000:-26.126732;2499829101.562500:-26.353475;2519824218.750000:-26.393925;2539819335.937500:-26.680815;2559814453.125000:-27.436802;2579809570.312500:-28.525566;2599804687.500000:-29.499137;2619799804.687500:-30.252455;2639794921.875000:-31.143151;2659790039.062500:-32.406748;2679785156.250000:-34.424819;2679785156.250000:-34.424819
-78.500000,1800000000.000000:-57.815355;1819995117.187500:-57.500480;1839990234.375000:-55.760331;1859985351.562500:-52.613899;1879980468.750000:-48.747823;1899975585.937500:-43.910686;1919970703.125000:-38.002321;1939965820.312500:-31.744473;1959960937.500000:-26.656699;1979956054.687500:-23.851319;1999951171.875000:-22.830654;2019946289.062500:-22.382548;2039941406.250000:-22.069313;2059936523.437500:-22.088937;2079931640.625000:-22.333239;2099926757.812500:-22.563640;2119921875.000000:-22.864834;2139916992.187500:-23.363284;2159912109.375000:-23.858095;2179907226.562500:-23.972015;2199902343.750000:-23.631083;2219897460.937500:-23.141752;2239892578.125000:-22.968178;2259887695.312500:-23.146091;2279882812.500000:-23.520500;2299877929.687500:-24.202406;2319873046.875000:-25.287426;2339868164.062500:-26.482333;2359863281.250000:-27.151466;2379858398.437500:-26.992899;2399853515.625000:-25.994754;2419848632.812500:-24.598108;2439843750.000000:-23.993845;2459838867.187500:-24.175025;2479833984.375000:-24.586251;2499829101.562500:-24.850905;2519824218.750000:-24.933189;2539819335.937500:-25.216437;2559814453.125000:-25.884835;2579809570.312500:-26.839638;2599804687.500000:-27.764986;2619799804.687500:-28.572646;2639794921.875000:-29.507469;2659790039.062500:-30.742726;2679785156.250000:-32.652456;2679785156.250000:-32.652456
-78.000000,1800000000.000000:-56.963205;1819995117.187500:-56.586942;1839990234.375000:-54.814972;1859985351.562500:-51.479092;1879980468.750000:-47.441279;1899975585.937500:-42.513168;1919970703.125000:-36.517732;1939965820.312500:-30.209468;1959960937.500000:-25.150251;1979956054.687500:-22.395279;1999951171.875000:-21.397585;2019946289.062500:-20.952960;2039941406.250000:-20.629231;2059936523.437500:-20.617335;2079931640.625000:-20.812243;2099926757.812500:-20.985775;2119921875.000000:-21.242164;2139916992.187500:-21.725976;2159912109.375000:-22.226044;2179907226.562500:-22.365471;2199902343.750000:-22.082580;2219897460.937500:-21.666009;2239892578.125000:-21.541366;2259887695.312500:-21.739140;2279882812.500000:-22.094573;2299877929.687500:-22.706472;2319873046.875000:-23.723456;2339868164.062500:-24.896873;2359863281.250000:-25.576223;2379858398.437500:-25.427033;2399853515.625000:-24.463423;2419848632.812500:-23.131526;2439843750.000000:-22.525096;2459838867.187500:-22.675964;2479833984.375000:-23.093529;2499829101.562500:-23.401443;2519824218.750000:-23.527888;2539819335.937500:-23.813399;2559814453.125000:-24.430583;2579809570.312500:-25.303175;2599804687.500000:-26.193952;2619799804.687500:-27.042264;2639794921.875000:-28.006180;2659790039.062500:-29.206578;2679785156.250000:-31.032649;2679785156.250000:-31.032649
